tabla,columna,descripcion,rol_analitico,origen,grano,riesgo_leakage,observaciones
metricas_tipo_proceso_long,tipo_fila_derivado,"Si la fila es un dato o un agregado: dato, total o subtotal. Permite excluir los agregados de las sumas sin adivinar sobre el texto del rótulo.",trazabilidad,tabla de familia_metrica,familia de métrica × cuadro × fila fuente × columna-métrica,False,
metricas_tipo_proceso_long,orden_fila,"Posición de la fila dentro de su página, contada desde 1. Conserva el orden impreso, que agrupa los tipos de proceso.",trazabilidad,tabla de familia_metrica,familia de métrica × cuadro × fila fuente × columna-métrica,False,
metricas_tipo_proceso_long,n_columnas,Cuántas columnas numéricas tiene el cuadro del que sale la fila. Varía entre 5 y 19 según el departamento.,trazabilidad,tabla de familia_metrica,familia de métrica × cuadro × fila fuente × columna-métrica,False,
metricas_tipo_proceso_long,materia_seccion,Materia que fija la sección del cuadro (el tercer nivel de la numeración: 5.1.1.x y 6.1.1.x son civil y comercial). La materia no está escrita en la fila.,proceso,tabla de familia_metrica,familia de métrica × cuadro × fila fuente × columna-métrica,False,
metricas_tipo_proceso_long,tipo_accion_penal,"En las materias penales, el tipo de acción que parte la materia en tres (PENAL, ANTICORRUPCIÓN, CONTRA LA VIOLENCIA HACIA LA MUJER). Según el cuadro viene como etiqueta de grupo o como rótulo de fila. Nulo fuera del fuero penal.",proceso,tabla de familia_metrica,familia de métrica × cuadro × fila fuente × columna-métrica,False,
metricas_tipo_proceso_long,materia_norm,"materia_cruda con una única corrección: la errata de imprenta INSTRUCCÓN -> INSTRUCCIÓN. NO unifica mayúsculas, tildes ni variantes de redacción entre cuadros.",materia,tabla de familia_metrica,familia de métrica × cuadro × fila fuente × columna-métrica,False,
metricas_tipo_proceso_long,materia_homologada,"Materia derivada para facilitar cruces entre cuadros. Homologa únicamente equivalencias confirmadas mediante la auditoría del Anuario; si no existe una equivalencia aprobada, conserva materia_norm. No sobrescribe el literal del PDF.",materia,tabla de familia_metrica,familia de métrica × cuadro × fila fuente × columna-métrica,False,
metricas_tipo_proceso_long,materia_cruda,"Nombre de la materia tal como está impreso en el PDF, verbatim, errata incluida. Solo se llena en las filas cuyo eje es materia.",materia,tabla de familia_metrica,familia de métrica × cuadro × fila fuente × columna-métrica,False,
metricas_tipo_proceso_long,ciudad,Ciudad capital (o El Alto) a la que corresponde la fila. Solo se llena en el cuadro 9.1.3 y en las filas territoriales de ámbito capital de los capítulos 5 y 6.,geografia,tabla de familia_metrica,familia de métrica × cuadro × fila fuente × columna-métrica,False,
metricas_tipo_proceso_long,distrito,"Distrito judicial. Coincide con el departamento salvo OFICINA NACIONAL / NACIONAL, que es la administración central. En los capítulos 5 y 6 se llena solo para el ámbito provincia.",geografia,tabla de familia_metrica,familia de métrica × cuadro × fila fuente × columna-métrica,False,
metricas_tipo_proceso_long,departamento_derivado,"Departamento deducido cuando el cuadro no lo trae: de la ciudad (El Alto pertenece a La Paz) o del distrito judicial. La comparación ignora mayúsculas, tildes y espacios, sin modificar el literal de origen. Queda nulo en totales nacionales y para OFICINA NACIONAL, que no son territorios.",geografia,tabla de familia_metrica,familia de métrica × cuadro × fila fuente × columna-métrica,False,
metricas_tipo_proceso_long,es_total_nacional,"True en las páginas de cierre de cada cuadro, donde la entidad es TOTAL NACIONAL en vez de una ciudad o un distrito.",trazabilidad,tabla de familia_metrica,familia de métrica × cuadro × fila fuente × columna-métrica,False,
metricas_tipo_proceso_long,grupo_proceso_norm,"grupo_proceso resuelto contra la lista cerrada de etiquetas del capítulo: ORDINARIO, EXTRAORDINARIO, MONITOREO, PROCESO CONCURSALES, PROCESOS VOLUNTARIOS y las tres del fuero penal.",proceso,tabla de familia_metrica,familia de métrica × cuadro × fila fuente × columna-métrica,False,
metricas_tipo_proceso_long,etapa_proceso_fuente,"Etapa estructural publicada por el cuadro fuente. Se deriva mediante un mapa cerrado auditado contra el PDF: informes_inicio_investigacion, imputaciones_formales, causas o no_aplica. No homologa tipo_proceso.",proceso,tabla de familia_metrica,familia de métrica × cuadro × fila fuente × columna-métrica,False,
metricas_tipo_proceso_long,contexto_accion_penal,"Contexto penal padre de la fila fuente, auditado contra el PDF: penal_comun, anticorrupcion, violencia_mujeres o no_aplica. No homologa ni sobrescribe tipo_proceso.",proceso,tabla de familia_metrica,familia de métrica × cuadro × fila fuente × columna-métrica,False,
metricas_tipo_proceso_long,gestion,Gestión (año) a la que corresponde el dato.,trazabilidad,tabla de familia_metrica,familia de métrica × cuadro × fila fuente × columna-métrica,False,
metricas_tipo_proceso_long,revisado_manual,Marca de auditoría. Sale en False en todo el dataset: es la columna para ir marcando las filas que alguien verifique contra el PDF.,trazabilidad,tabla de familia_metrica,familia de métrica × cuadro × fila fuente × columna-métrica,False,
metricas_tipo_proceso_long,columna,"Columna del cuadro, numerada de izquierda a derecha (col_01, col_02...). Se preserva aunque su significado auditado esté en las columnas canónicas derivadas.",trazabilidad,tabla de familia_metrica,familia de métrica × cuadro × fila fuente × columna-métrica,False,
metricas_tipo_proceso_long,valor,"Valor de esa celda. En los cuadros provinciales la col_01 es población proyectada al 2022, no un conteo de juzgados; la última columna de cada fila es el total.",resultado,tabla de familia_metrica,familia de métrica × cuadro × fila fuente × columna-métrica,True,Resultado o componente del resultado: no usar como predictor del mismo outcome.
metricas_tipo_proceso_long,orden_columna,"Posición de la columna dentro del cuadro, contada desde 1 de izquierda a derecha. Solo en las tablas de formato largo.",trazabilidad,tabla de familia_metrica,familia de métrica × cuadro × fila fuente × columna-métrica,False,
metricas_tipo_proceso_long,rotulo_columna_pdf,"Rótulo de la columna tal como lo imprime el anuario, con sus líneas separadas por ' / '. Permite leer un valor sin consultar el layout. Solo en las tablas de formato largo.",trazabilidad,tabla de familia_metrica,familia de métrica × cuadro × fila fuente × columna-métrica,False,
metricas_tipo_proceso_long,territorio,Clave geográfica comparable: ciudad para capital y El Alto; distrito judicial para provincia.,geografia,derivada en integración,familia de métrica × cuadro × fila fuente × columna-métrica,False,
movimiento_gestion_2023,cuadro_origen_movimiento,"Identificador del cuadro del anuario del que sale la fila (por ejemplo 9.1.1). Con la página, permite verificar la cifra a mano contra el PDF.",trazabilidad,causas_movimiento / causas_por_gestion,ámbito × materia homologada × gestión 2023,False,
movimiento_gestion_2023,pagina_pdf_movimiento,"Página del PDF, contada desde 1, donde está impresa la fila. No coincide con el número impreso al pie en todos los capítulos.",trazabilidad,causas_movimiento / causas_por_gestion,ámbito × materia homologada × gestión 2023,False,
movimiento_gestion_2023,ambito,"Territorio que cubre el cuadro: capital (ciudades capitales y El Alto), provincia (resto del país) o nacional (la suma de ambos). En los capítulos 5 y 6 se deriva del encabezado y de las entidades de la página, no del prefijo del cuadro.",geografia,causas_movimiento / causas_por_gestion,ámbito × materia homologada × gestión 2023,False,
movimiento_gestion_2023,eje_movimiento,"Qué representa la etiqueta de la fila en ese cuadro: materia, ciudad, departamento, distrito o ente.",trazabilidad,causas_movimiento / causas_por_gestion,ámbito × materia homologada × gestión 2023,False,
movimiento_gestion_2023,etiqueta_fila_movimiento,"Rótulo de la fila tal como está impreso en el PDF, verbatim.",trazabilidad,causas_movimiento / causas_por_gestion,ámbito × materia homologada × gestión 2023,False,
movimiento_gestion_2023,num_juzgados_movimiento,"Número NOMINAL de juzgados, no real: un juzgado mixto cuenta una vez por cada materia que atiende, así que el total nominal es mayor que la cantidad física de juzgados. No usar como conteo de juzgados existentes.",no_usar_como_predictor,causas_movimiento / causas_por_gestion,ámbito × materia homologada × gestión 2023,False,
movimiento_gestion_2023,pendientes_inicio_movimiento,Causas que venían pendientes de la gestión anterior.,resultado,causas_movimiento / causas_por_gestion,ámbito × materia homologada × gestión 2023,True,Resultado o componente del resultado: no usar como predictor del mismo outcome.
movimiento_gestion_2023,ingresadas_movimiento,Causas que ingresaron durante la gestión.,resultado,causas_movimiento / causas_por_gestion,ámbito × materia homologada × gestión 2023,True,Resultado o componente del resultado: no usar como predictor del mismo outcome.
movimiento_gestion_2023,atendidas_movimiento,"Total de causas atendidas en la gestión. Es un stock, no un flujo: debe ser igual a pendientes_inicio + ingresadas y también a resueltas + pendientes_fin.",resultado,causas_movimiento / causas_por_gestion,ámbito × materia homologada × gestión 2023,True,Resultado o componente del resultado: no usar como predictor del mismo outcome.
movimiento_gestion_2023,resueltas_movimiento,Causas resueltas durante la gestión.,resultado,causas_movimiento / causas_por_gestion,ámbito × materia homologada × gestión 2023,True,Resultado o componente del resultado: no usar como predictor del mismo outcome.
movimiento_gestion_2023,pendientes_fin_movimiento,Causas que quedan pendientes para la próxima gestión.,resultado,causas_movimiento / causas_por_gestion,ámbito × materia homologada × gestión 2023,True,Resultado o componente del resultado: no usar como predictor del mismo outcome.
movimiento_gestion_2023,pct_resueltas_movimiento,"Porcentaje de resolución tal como lo publica el anuario. ATENCIÓN: es resueltas/atendidas (verificado en 72 de 72 filas), NO resueltas/ingresadas. No es la tasa de resolución de CEJA; para esa hay que calcularla.",resultado,causas_movimiento / causas_por_gestion,ámbito × materia homologada × gestión 2023,True,Resultado o componente del resultado: no usar como predictor del mismo outcome.
movimiento_gestion_2023,pct_pendientes_movimiento,Porcentaje de causas pendientes tal como lo publica el anuario: pendientes_fin/atendidas (coincide en 65 de 72 filas).,resultado,causas_movimiento / causas_por_gestion,ámbito × materia homologada × gestión 2023,True,Resultado o componente del resultado: no usar como predictor del mismo outcome.
movimiento_gestion_2023,promedio_por_juzgado_movimiento,Promedio de causas ingresadas por juzgado: ingresadas/num_juzgados (coincide en 24 de 25 filas). Hereda el problema del juzgado nominal.,resultado,causas_movimiento / causas_por_gestion,ámbito × materia homologada × gestión 2023,True,Resultado o componente del resultado: no usar como predictor del mismo outcome.
movimiento_gestion_2023,col_sin_rotulo_1_movimiento,"Columna sin encabezado del cuadro 9.1.5. Reproduce exactamente ingresadas/total de ingresadas × 100 en las 14 filas de materia y suma 100,00, así que es la distribución de causas INGRESADAS por materia. El documento no lo dice: por eso la columna no se renombró.",resultado,causas_movimiento / causas_por_gestion,ámbito × materia homologada × gestión 2023,True,Resultado o componente del resultado: no usar como predictor del mismo outcome.
movimiento_gestion_2023,ciudad_movimiento,Ciudad capital (o El Alto) a la que corresponde la fila. Solo se llena en el cuadro 9.1.3 y en las filas territoriales de ámbito capital de los capítulos 5 y 6.,trazabilidad,causas_movimiento / causas_por_gestion,ámbito × materia homologada × gestión 2023,False,
movimiento_gestion_2023,departamento_movimiento,"Departamento tal como lo nombra el cuadro, con la grafía unificada (el anuario escribe POTOSI y Potosí indistintamente).",trazabilidad,causas_movimiento / causas_por_gestion,ámbito × materia homologada × gestión 2023,False,
movimiento_gestion_2023,departamento_derivado_movimiento,"Departamento deducido cuando el cuadro no lo trae: de la ciudad (El Alto pertenece a La Paz) o del distrito judicial. La comparación ignora mayúsculas, tildes y espacios, sin modificar el literal de origen. Queda nulo en totales nacionales y para OFICINA NACIONAL, que no son territorios.",trazabilidad,causas_movimiento / causas_por_gestion,ámbito × materia homologada × gestión 2023,False,
movimiento_gestion_2023,materia_cruda_movimiento,"Nombre de la materia tal como está impreso en el PDF, verbatim, errata incluida. Solo se llena en las filas cuyo eje es materia.",materia,causas_movimiento / causas_por_gestion,ámbito × materia homologada × gestión 2023,False,
movimiento_gestion_2023,materia_norm_movimiento,"materia_cruda con una única corrección: la errata de imprenta INSTRUCCÓN -> INSTRUCCIÓN. NO unifica mayúsculas, tildes ni variantes de redacción entre cuadros.",materia,causas_movimiento / causas_por_gestion,ámbito × materia homologada × gestión 2023,False,
movimiento_gestion_2023,materia_homologada,"Materia derivada para facilitar cruces entre cuadros. Homologa únicamente equivalencias confirmadas mediante la auditoría del Anuario; si no existe una equivalencia aprobada, conserva materia_norm. No sobrescribe el literal del PDF.",materia,causas_movimiento / causas_por_gestion,ámbito × materia homologada × gestión 2023,False,
movimiento_gestion_2023,instancia_derivada_movimiento,"Instancia deducida del prefijo del nombre de la materia: tribunal, sala o juzgado. NO es un dato de la fuente: ningún cuadro del anuario tiene columna de instancia.",trazabilidad,causas_movimiento / causas_por_gestion,ámbito × materia homologada × gestión 2023,False,
movimiento_gestion_2023,tipo_fila_derivado_movimiento,"Si la fila es un dato o un agregado: dato, total o subtotal. Permite excluir los agregados de las sumas sin adivinar sobre el texto del rótulo.",trazabilidad,causas_movimiento / causas_por_gestion,ámbito × materia homologada × gestión 2023,False,
movimiento_gestion_2023,errata_corregida_movimiento,"True si materia_norm difiere de materia_cruda, es decir, si se corrigió una errata de imprenta.",trazabilidad,causas_movimiento / causas_por_gestion,ámbito × materia homologada × gestión 2023,False,
movimiento_gestion_2023,gestion,"Gestión a la que corresponde el dato de la fila, de 2019 a 2023. Todos los cuadros son de la edición 2023.",trazabilidad,causas_movimiento / causas_por_gestion,ámbito × materia homologada × gestión 2023,False,
movimiento_gestion_2023,revisado_manual_movimiento,Marca de auditoría. Sale en False en todo el dataset: es la columna para ir marcando las filas que alguien verifique contra el PDF.,trazabilidad,causas_movimiento / causas_por_gestion,ámbito × materia homologada × gestión 2023,False,
movimiento_gestion_2023,cuadro_origen_gestion,"Identificador del cuadro del anuario del que sale la fila (por ejemplo 9.1.1). Con la página, permite verificar la cifra a mano contra el PDF.",trazabilidad,causas_movimiento / causas_por_gestion,ámbito × materia homologada × gestión 2023,False,
movimiento_gestion_2023,pagina_pdf_gestion,"Página del PDF, contada desde 1, donde está impresa la fila. No coincide con el número impreso al pie en todos los capítulos.",trazabilidad,causas_movimiento / causas_por_gestion,ámbito × materia homologada × gestión 2023,False,
movimiento_gestion_2023,eje_gestion,"Qué representa la etiqueta de la fila en ese cuadro: materia, ciudad, departamento, distrito o ente.",trazabilidad,causas_movimiento / causas_por_gestion,ámbito × materia homologada × gestión 2023,False,
movimiento_gestion_2023,etiqueta_fila_gestion,"Rótulo de la fila tal como está impreso en el PDF, verbatim.",trazabilidad,causas_movimiento / causas_por_gestion,ámbito × materia homologada × gestión 2023,False,
movimiento_gestion_2023,resueltas_gestion,"Causas resueltas en esa gestión, según la serie que publica la edición 2023.",resultado,causas_movimiento / causas_por_gestion,ámbito × materia homologada × gestión 2023,True,Resultado o componente del resultado: no usar como predictor del mismo outcome.
movimiento_gestion_2023,pct_resueltas_gestion,"Porcentaje de resolución tal como lo publica el anuario. ATENCIÓN: es resueltas/atendidas (verificado en 72 de 72 filas), NO resueltas/ingresadas. No es la tasa de resolución de CEJA; para esa hay que calcularla.",resultado,causas_movimiento / causas_por_gestion,ámbito × materia homologada × gestión 2023,True,Resultado o componente del resultado: no usar como predictor del mismo outcome.
movimiento_gestion_2023,materia_cruda_gestion,"Nombre de la materia tal como está impreso en el PDF, verbatim, errata incluida. Solo se llena en las filas cuyo eje es materia.",materia,causas_movimiento / causas_por_gestion,ámbito × materia homologada × gestión 2023,False,
movimiento_gestion_2023,materia_norm_gestion,"materia_cruda con una única corrección: la errata de imprenta INSTRUCCÓN -> INSTRUCCIÓN. NO unifica mayúsculas, tildes ni variantes de redacción entre cuadros.",materia,causas_movimiento / causas_por_gestion,ámbito × materia homologada × gestión 2023,False,
movimiento_gestion_2023,instancia_derivada_gestion,"Instancia deducida del prefijo del nombre de la materia: tribunal, sala o juzgado. NO es un dato de la fuente: ningún cuadro del anuario tiene columna de instancia.",trazabilidad,causas_movimiento / causas_por_gestion,ámbito × materia homologada × gestión 2023,False,
movimiento_gestion_2023,tipo_fila_derivado_gestion,"Si la fila es un dato o un agregado: dato, total o subtotal. Permite excluir los agregados de las sumas sin adivinar sobre el texto del rótulo.",trazabilidad,causas_movimiento / causas_por_gestion,ámbito × materia homologada × gestión 2023,False,
movimiento_gestion_2023,errata_corregida_gestion,"True si materia_norm difiere de materia_cruda, es decir, si se corrigió una errata de imprenta.",trazabilidad,causas_movimiento / causas_por_gestion,ámbito × materia homologada × gestión 2023,False,
movimiento_gestion_2023,revisado_manual_gestion,Marca de auditoría. Sale en False en todo el dataset: es la columna para ir marcando las filas que alguien verifique contra el PDF.,trazabilidad,causas_movimiento / causas_por_gestion,ámbito × materia homologada × gestión 2023,False,
movimiento_gestion_2023,estado_union,Resultado trazable del outer join movimiento/gestión.,identificador,causas_movimiento / causas_por_gestion,ámbito × materia homologada × gestión 2023,False,
recursos_judiciales_geografia,ambito,Campo conservado o derivado por la integración interna; ver documentación de la tabla.,geografia,juzgados,ámbito × territorio,False,
recursos_judiciales_geografia,territorio,Clave geográfica comparable: ciudad para capital y El Alto; distrito judicial para provincia.,geografia,juzgados,ámbito × territorio,False,
recursos_judiciales_geografia,departamento_derivado,Campo conservado o derivado por la integración interna; ver documentación de la tabla.,geografia,juzgados,ámbito × territorio,False,
recursos_judiciales_geografia,gestion,Campo conservado o derivado por la integración interna; ver documentación de la tabla.,recurso,juzgados,ámbito × territorio,False,
recursos_judiciales_geografia,cuadros_origen,Cuadro o cuadros fuente del recurso agregado.,trazabilidad,juzgados,ámbito × territorio,False,
recursos_judiciales_geografia,paginas_pdf,Página o páginas fuente del recurso agregado.,trazabilidad,juzgados,ámbito × territorio,False,
recursos_judiciales_geografia,metodo_agregacion,Regla auditada usada para construir el recurso.,trazabilidad,juzgados,ámbito × territorio,False,
recursos_judiciales_geografia,juzgados_publicados,Suma o total publicado del componente juzgados; no es un total general de juzgados.,recurso,juzgados,ámbito × territorio,False,
recursos_judiciales_geografia,tribunales_publicados,Suma o total publicado del componente tribunales; no es un total general de juzgados.,recurso,juzgados,ámbito × territorio,False,
recursos_judiciales_geografia,salas_publicadas,Campo conservado o derivado por la integración interna; ver documentación de la tabla.,recurso,juzgados,ámbito × territorio,False,
recursos_judiciales_geografia,conciliadores_publicados,Suma o total publicado del componente conciliadores; no es un total general de juzgados.,recurso,juzgados,ámbito × territorio,False,
recursos_judiciales_geografia,otros_organos_publicados,Suma o total publicado del componente otros organos; no es un total general de juzgados.,recurso,juzgados,ámbito × territorio,False,
recursos_judiciales_geografia,valor_indeterminado_publicado,Total publicado de una columna no interpretada; no se incorpora como componente al dataset principal.,recurso,juzgados,ámbito × territorio,False,
recursos_judiciales_geografia,celdas_indeterminadas_fuente,Número de celdas territoriales con encabezado indeterminado.,recurso,juzgados,ámbito × territorio,False,
recursos_judiciales_geografia,total_publicado_fuente,Total impreso usado solo para validar componentes; no equivale a numero_juzgados_real.,recurso,juzgados,ámbito × territorio,False,
recursos_judiciales_geografia,clasificacion_recursos_completa,False cuando existe una columna de recurso cuyo encabezado sigue indeterminado.,recurso,juzgados,ámbito × territorio,False,
personal_geografia,cuadro_origen,"Identificador del cuadro del anuario del que sale la fila (por ejemplo 9.1.1). Con la página, permite verificar la cifra a mano contra el PDF.",trazabilidad,personal / cuadro 14.1.3,distrito judicial/departamento,False,
personal_geografia,pagina_pdf,"Página del PDF, contada desde 1, donde está impresa la fila. No coincide con el número impreso al pie en todos los capítulos.",trazabilidad,personal / cuadro 14.1.3,distrito judicial/departamento,False,
personal_geografia,distrito,"Distrito judicial. Coincide con el departamento salvo OFICINA NACIONAL / NACIONAL, que es la administración central. En los capítulos 5 y 6 se llena solo para el ámbito provincia.",geografia,personal / cuadro 14.1.3,distrito judicial/departamento,False,
personal_geografia,departamento_derivado,"Departamento deducido cuando el cuadro no lo trae: de la ciudad (El Alto pertenece a La Paz) o del distrito judicial. La comparación ignora mayúsculas, tildes y espacios, sin modificar el literal de origen. Queda nulo en totales nacionales y para OFICINA NACIONAL, que no son territorios.",geografia,personal / cuadro 14.1.3,distrito judicial/departamento,False,
personal_geografia,gestion,Gestión (año) a la que corresponde el dato.,recurso,personal / cuadro 14.1.3,distrito judicial/departamento,False,
personal_geografia,items_mujer,Ítems de personal ocupados por mujeres.,recurso,personal / cuadro 14.1.3,distrito judicial/departamento,False,
personal_geografia,items_varon,Ítems de personal ocupados por varones.,recurso,personal / cuadro 14.1.3,distrito judicial/departamento,False,
personal_geografia,items_acefalias,Ítems presupuestados y vacantes (acefalías).,recurso,personal / cuadro 14.1.3,distrito judicial/departamento,False,
personal_geografia,items_total,Total de ítems: mujer + varón + acefalías.,recurso,personal / cuadro 14.1.3,distrito judicial/departamento,False,
personal_geografia,remun_mujer,Remuneración mensual de los ítems ocupados por mujeres.,recurso,personal / cuadro 14.1.3,distrito judicial/departamento,False,Recurso estructural; no usar como predictor si el outcome se deriva de remuneraciones o costo.
personal_geografia,remun_varon,Remuneración mensual de los ítems ocupados por varones.,recurso,personal / cuadro 14.1.3,distrito judicial/departamento,False,Recurso estructural; no usar como predictor si el outcome se deriva de remuneraciones o costo.
personal_geografia,remun_acefalias,Remuneración mensual presupuestada de los ítems vacantes.,recurso,personal / cuadro 14.1.3,distrito judicial/departamento,False,Recurso estructural; no usar como predictor si el outcome se deriva de remuneraciones o costo.
personal_geografia,remun_total,Remuneración mensual total del ente o distrito.,recurso,personal / cuadro 14.1.3,distrito judicial/departamento,False,Recurso estructural; no usar como predictor si el outcome se deriva de remuneraciones o costo.
personal_geografia,nivel_geografico,Nivel territorial al que corresponde el recurso.,recurso,personal / cuadro 14.1.3,distrito judicial/departamento,False,
personal_geografia,metodo_seleccion,Regla auditada de selección de la fila distrital.,trazabilidad,personal / cuadro 14.1.3,distrito judicial/departamento,False,
