tabla,columna,tipo,unidad,origen,descripcion,no_nulos,nulos,valores_distintos,minimo,maximo,ejemplo
causas_por_tipo_proceso,tipo_proceso,str,,literal reconstruido del PDF,Literal de la fila fuente reconstruido a partir del PDF. Las correcciones reparan únicamente defectos de extracción auditados; no corrigen errores editoriales ni realizan homologación semántica. Nulo cuando unidad_fila es 'entidad'.,2386,33,107,,,ORDINARIO
causas_por_tipo_proceso,tipo_fila_derivado,str,,derivada,"Si la fila es un dato o un agregado: dato, total o subtotal. Permite excluir los agregados de las sumas sin adivinar sobre el texto del rótulo.",2419,0,2,,,detalle
causas_por_tipo_proceso,orden_fila,Int64,,derivado,"Posición de la fila dentro de su página, contada desde 1. Conserva el orden impreso, que agrupa los tipos de proceso.",2419,0,40,1,40,1
causas_por_tipo_proceso,n_columnas,Int64,columnas,derivada,Cuántas columnas numéricas tiene el cuadro del que sale la fila. Varía entre 5 y 19 según el departamento.,2419,0,6,6,14,8
causas_por_tipo_proceso,readecuadas_ley_439,Int64,causas,literal del PDF,"Causas readecuadas a la Ley 439 (Código Procesal Civil): el arrastre de causas del código anterior. En los cuadros civiles ocupa el lugar que en el cuadro 9.1.x lleva pendientes_inicio, y cruza con él exactamente.",546,1873,178,0,29688,770
causas_por_tipo_proceso,recibidas_excusa_recusacion,Int64,causas,literal del PDF,"Causas recibidas de otro juzgado por excusa o recusación del juez original. Es un traslado, no un ingreso nuevo.",2386,33,105,0,2965,22
causas_por_tipo_proceso,preliminares_formalizados,Int64,causas,literal del PDF,Procesos preliminares que se formalizaron en demanda durante la gestión.,546,1873,72,0,4398,160
causas_por_tipo_proceso,cautelares_formalizados,Int64,causas,literal del PDF,Procesos cautelares que se formalizaron en demanda durante la gestión.,546,1873,31,0,355,21
causas_por_tipo_proceso,nuevas_ingresadas,Int64,causas,literal del PDF,Causas nuevas ingresadas en la gestión. Es el ingreso genuino; las otras formas de ingreso son arrastres o traslados.,2397,22,655,0,81469,1424
causas_por_tipo_proceso,atendidas,Int64,causas,fuente,"Total de causas atendidas en la gestión. Es un stock, no un flujo: debe ser igual a pendientes_inicio + ingresadas y también a resueltas + pendientes_fin.",2419,0,790,0,132698,2397
causas_por_tipo_proceso,resueltas,Int64,causas,fuente,Causas resueltas durante la gestión.,2007,412,483,0,67788,1286
causas_por_tipo_proceso,pendientes_fin,Int64,causas,fuente,Causas que quedan pendientes para la próxima gestión.,2419,0,615,0,53322,1111
causas_por_tipo_proceso,pendientes_inicio,Int64,causas,fuente,Causas que venían pendientes de la gestión anterior.,1867,552,529,0,48264,0
causas_por_tipo_proceso,conciliacion,float64,causas,literal del PDF,"Causas concluidas por conciliación, una de las salidas alternativas del procedimiento penal.",22,2397,9,0.0,20.0,5.0
causas_por_tipo_proceso,num_juzgados,Int64,juzgados (nominal),fuente,"Número NOMINAL de juzgados, no real: un juzgado mixto cuenta una vez por cada materia que atiende, así que el total nominal es mayor que la cantidad física de juzgados. No usar como conteo de juzgados existentes.",33,2386,5,1,26,3
causas_por_tipo_proceso,recibidas_otros_juzgados,float64,causas,literal del PDF,"Causas recibidas de otros juzgados por excusa, recusa, declinatoria o acumulación, en los cuadros penales.",32,2387,16,0.0,177.0,25.0
causas_por_tipo_proceso,concluidas_rechazo_denuncia,float64,causas,literal del PDF,Causas concluidas por rechazo de la denuncia.,95,2324,88,0.0,46907.0,26.0
causas_por_tipo_proceso,reparacion_dano_conciliacion,float64,causas,literal del PDF,"Causas concluidas por reparación del daño o conciliación, cuando el cuadro no las separa.",11,2408,9,0.0,43.0,1.0
causas_por_tipo_proceso,remision_art_299_ley_548,float64,causas,literal del PDF,"Causas remitidas según el artículo 299 de la Ley 548 (Código Niña, Niño y Adolescente).",22,2397,13,0.0,101.0,7.0
causas_por_tipo_proceso,merecieron_imputacion_formal,float64,causas,literal del PDF,Causas que pasaron de la investigación preliminar a la imputación formal. Salen de este cuadro y entran al siguiente.,106,2313,89,0.0,17335.0,75.0
causas_por_tipo_proceso,remitidas_finalizacion_competencia,float64,causas,literal del PDF,Causas remitidas a otros juzgados por finalización de competencia.,33,2386,16,0.0,75.0,8.0
causas_por_tipo_proceso,procesos_rebeldia,float64,causas,literal del PDF,"Procesos con declaración de rebeldía. Es una anotación al margen del balance: NO entra en atendidas = salidas + pendientes, y no se debe sumar con las formas de salida.",327,2092,152,0.0,10573.0,0.0
causas_por_tipo_proceso,reparacion_dano,float64,causas,literal del PDF,"Causas concluidas por reparación del daño, salida alternativa del procedimiento penal.",22,2397,11,0.0,38.0,3.0
causas_por_tipo_proceso,sobreseimiento,float64,causas,literal del PDF,Causas concluidas por sobreseimiento.,11,2408,7,0.0,31.0,3.0
causas_por_tipo_proceso,terminacion_anticipada,float64,causas,literal del PDF,Causas concluidas por terminación anticipada del proceso.,22,2397,19,0.0,208.0,10.0
causas_por_tipo_proceso,merecieron_acusacion,float64,causas,literal del PDF,Causas que pasaron de la imputación formal a la acusación.,106,2313,89,0.0,14305.0,40.0
causas_por_tipo_proceso,concluidas_extincion_prescripcion,float64,causas,literal del PDF,Causas concluidas por extinción o prescripción de la acción.,22,2397,9,0.0,77.0,1.0
causas_por_tipo_proceso,concluidas_sentencia_juicio,float64,causas,literal del PDF,Causas concluidas con sentencia en juicio.,11,2408,10,0.0,292.0,12.0
causas_por_tipo_proceso,remitidas_otros_juzgados,float64,causas,literal del PDF,"Causas remitidas a otros juzgados por excusa, recusa, declinatoria o inhibitoria.",378,2041,121,0.0,5861.0,122.0
causas_por_tipo_proceso,concluidas_otras_formas,float64,causas,literal del PDF,Causas concluidas por formas que el cuadro no detalla.,84,2335,61,0.0,9273.0,539.0
causas_por_tipo_proceso,imputacion_directa_procedimiento_inmediato,float64,causas,literal del PDF,Procesos con imputación directa por procedimiento inmediato.,84,2335,74,0.0,10554.0,199.0
causas_por_tipo_proceso,otras_formas_finalizacion,float64,causas,literal del PDF,Otras formas de finalización de competencia.,84,2335,77,0.0,15030.0,513.0
causas_por_tipo_proceso,recibidas_declinatoria_inhibitoria,float64,causas,literal del PDF,Causas recibidas por declinatoria o inhibitoria de competencia (reenvío desde otro juzgado).,210,2209,29,0.0,454.0,1.0
causas_por_tipo_proceso,ingresadas_conversion_acciones,float64,causas,literal del PDF,Causas ingresadas por conversión de acciones de otros delitos.,210,2209,21,0.0,110.0,0.0
causas_por_tipo_proceso,otras_formas_conclusion,float64,causas,literal del PDF,Otras formas de conclusión de la causa.,210,2209,98,0.0,9180.0,493.0
causas_por_tipo_proceso,resueltas_sentencia,float64,causas,literal del PDF,Causas resueltas con sentencia.,210,2209,101,0.0,7262.0,156.0
causas_por_tipo_proceso,ingresadas_reenvio,float64,causas,literal del PDF,"Causas ingresadas por reenvío, por declinatoria de competencia de otros juzgados.",84,2335,19,0.0,109.0,1.0
causas_por_tipo_proceso,otras_formas_ingreso,float64,causas,literal del PDF,Causas ingresadas por vías que el cuadro no detalla.,84,2335,24,0.0,135.0,13.0
causas_por_tipo_proceso,remitidas_excusa_recusacion,float64,causas,literal del PDF,Causas remitidas a otro juzgado por excusa o recusación.,84,2335,9,0.0,25.0,0.0
causas_por_tipo_proceso,remitidas_otras_formas,float64,causas,literal del PDF,Causas remitidas por vías que el cuadro no detalla.,84,2335,30,0.0,351.0,5.0
causas_por_tipo_proceso,materia_seccion,str,,derivado,Materia que fija la sección del cuadro (el tercer nivel de la numeración: 5.1.1.x y 6.1.1.x son civil y comercial). La materia no está escrita en la fila.,2419,0,8,,,PÚBLICO CIVIL Y COMERCIAL
causas_por_tipo_proceso,tipo_accion_penal,str,,derivado,"En las materias penales, el tipo de acción que parte la materia en tres (PENAL, ANTICORRUPCIÓN, CONTRA LA VIOLENCIA HACIA LA MUJER). Según el cuadro viene como etiqueta de grupo o como rótulo de fila. Nulo fuera del fuero penal.",222,2197,3,,,PENAL
causas_por_tipo_proceso,materia_norm,str,,derivada,"materia_cruda con una única corrección: la errata de imprenta INSTRUCCÓN -> INSTRUCCIÓN. NO unifica mayúsculas, tildes ni variantes de redacción entre cuadros.",2419,0,13,,,PÚBLICO CIVIL Y COMERCIAL
causas_por_tipo_proceso,materia_homologada,str,,derivada,"Materia derivada para facilitar cruces entre cuadros. Homologa únicamente equivalencias confirmadas mediante la auditoría del Anuario; si no existe una equivalencia aprobada, conserva materia_norm. No sobrescribe el literal del PDF.",2419,0,13,,,Público Civil y Comercial
causas_por_tipo_proceso,materia_cruda,str,,fuente,"Nombre de la materia tal como está impreso en el PDF, verbatim, errata incluida. Solo se llena en las filas cuyo eje es materia.",2419,0,15,,,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto
causas_por_tipo_proceso,ciudad,str,,fuente,Ciudad capital (o El Alto) a la que corresponde la fila. Solo se llena en el cuadro 9.1.3 y en las filas territoriales de ámbito capital de los capítulos 5 y 6.,1190,1229,10,,,SUCRE
causas_por_tipo_proceso,distrito,str,,fuente,"Distrito judicial. Coincide con el departamento salvo OFICINA NACIONAL / NACIONAL, que es la administración central. En los capítulos 5 y 6 se llena solo para el ámbito provincia.",999,1420,9,,,CHUQUISACA
causas_por_tipo_proceso,departamento_derivado,str,,derivada,"Departamento deducido cuando el cuadro no lo trae: de la ciudad (El Alto pertenece a La Paz) o del distrito judicial. La comparación ignora mayúsculas, tildes y espacios, sin modificar el literal de origen. Queda nulo en totales nacionales y para OFICINA NACIONAL, que no son territorios.",2189,230,9,,,Chuquisaca
causas_por_tipo_proceso,es_total_nacional,bool,,derivado,"True en las páginas de cierre de cada cuadro, donde la entidad es TOTAL NACIONAL en vez de una ciudad o un distrito.",2419,0,2,False,True,False
causas_por_tipo_proceso,grupo_proceso_norm,str,,derivado,"grupo_proceso resuelto contra la lista cerrada de etiquetas del capítulo: ORDINARIO, EXTRAORDINARIO, MONITOREO, PROCESO CONCURSALES, PROCESOS VOLUNTARIOS y las tres del fuero penal.",240,2179,7,,,ORDINARIO
causas_por_tipo_proceso,etapa_proceso_fuente,str,,derivado,"Etapa estructural publicada por el cuadro fuente. Se deriva mediante un mapa cerrado auditado contra el PDF: informes_inicio_investigacion, imputaciones_formales, causas o no_aplica. No homologa tipo_proceso.",2419,0,4,,,no_aplica
causas_por_tipo_proceso,contexto_accion_penal,str,,derivado,"Contexto penal padre de la fila fuente, auditado contra el PDF: penal_comun, anticorrupcion, violencia_mujeres o no_aplica. No homologa ni sobrescribe tipo_proceso.",2419,0,4,,,no_aplica
causas_por_tipo_proceso,gestion,Int64,año,fuente,Gestión (año) a la que corresponde el dato.,2419,0,1,2023,2023,2023
causas_por_tipo_proceso,revisado_manual,boolean,,trazabilidad,Marca de auditoría. Sale en False en todo el dataset: es la columna para ir marcando las filas que alguien verifique contra el PDF.,2419,0,1,False,False,False
resueltas_por_tipo_proceso,cuadro_origen,str,,trazabilidad,"Identificador del cuadro del anuario del que sale la fila (por ejemplo 9.1.1). Con la página, permite verificar la cifra a mano contra el PDF.",27993,0,17,,,5.1.1.2
resueltas_por_tipo_proceso,pagina_pdf,Int64,página,trazabilidad,"Página del PDF, contada desde 1, donde está impresa la fila. No coincide con el número impreso al pie en todos los capítulos.",27993,0,107,132,646,132
resueltas_por_tipo_proceso,firma,str,,derivado,"Firma de encabezado del cuadro: identifica el LAYOUT, es decir el juego de columnas con el que se leyó la página. Es la clave de src/procesos.py. Se usa la firma y no el número de cuadro porque el anuario numera mal: hay dos cuadros distintos numerados 5.3.3.1 y un 6.3.1.4 en medio del capítulo 5.",27993,0,18,,,fe9adb27f1
resueltas_por_tipo_proceso,familia,str,,derivado,"Familia temática del cuadro dentro de los capítulos 5 y 6: causas, resueltas, apelacion, ejecucion u otros.",27993,0,1,,,resueltas
resueltas_por_tipo_proceso,ambito,str,,derivada,"Territorio que cubre el cuadro: capital (ciudades capitales y El Alto), provincia (resto del país) o nacional (la suma de ambos). En los capítulos 5 y 6 se deriva del encabezado y de las entidades de la página, no del prefijo del cuadro.",27993,0,2,,,capital
resueltas_por_tipo_proceso,titulo_pagina,str,,literal del PDF,"Encabezado corrido de la página, literal del PDF ('Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto'). Es de donde sale la materia.",27993,0,15,,,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto
resueltas_por_tipo_proceso,entidad,str,,literal del PDF,"Ciudad capital o distrito judicial al que pertenece la fila, tal como encabeza su bloque en la página. El ámbito sale del encabezado y las entidades, no de la numeración del cuadro, porque el 6.3.1.4 de las páginas 357-359 es de capitales. TOTAL NACIONAL aparece en la página de cierre de cada cuadro.",27993,0,15,,,SUCRE
resueltas_por_tipo_proceso,num_juzgados_pagina,Int64,juzgados,literal del PDF,"Número de juzgados o tribunales que declara la línea de cabecera de la página ('SUCRE 14'). Vale para la ciudad entera y para el cuadro entero, NO por fila ni por tipo de proceso: el anuario no desagrega por juzgado en ninguna parte. No siempre coincide con el num_juzgados del cuadro 9.1.x; las diferencias están en auditoria/discrepancias.csv.",27894,99,47,0,209,14
resueltas_por_tipo_proceso,unidad_fila,str,,derivado,"Qué representa la fila: 'tipo_proceso' en los cuadros que desagregan por tipo de proceso dentro de cada ciudad, y 'entidad' en los cuadros de una sola página que traen una fila por ciudad y no abren el tipo de proceso.",27993,0,2,,,tipo_proceso
resueltas_por_tipo_proceso,grupo_proceso,str,,literal del PDF,"Etiqueta del grupo al que pertenece la fila, verbatim. Viene impresa EN VERTICAL en el margen izquierdo del cuadro y llega con el corte de palabra del PDF ('EXTRAORDI NARIO'), que no se puede deshacer desde la geometría.",936,27057,4,,,PENAL COMUN
resueltas_por_tipo_proceso,tipo_proceso_extraido,str,,literal extraído del PDF,Literal obtenido originalmente por la extracción geométrica del PDF antes de aplicar las correcciones deterministas auditadas. Se conserva exclusivamente para trazabilidad.,27894,99,125,,,ORDINARIO
resueltas_por_tipo_proceso,tipo_proceso,str,,literal reconstruido del PDF,Literal de la fila fuente reconstruido a partir del PDF. Las correcciones reparan únicamente defectos de extracción auditados; no corrigen errores editoriales ni realizan homologación semántica. Nulo cuando unidad_fila es 'entidad'.,27894,99,109,,,ORDINARIO
resueltas_por_tipo_proceso,tipo_fila_derivado,str,,derivada,"Si la fila es un dato o un agregado: dato, total o subtotal. Permite excluir los agregados de las sumas sin adivinar sobre el texto del rótulo.",27993,0,2,,,detalle
resueltas_por_tipo_proceso,orden_fila,Int64,,derivado,"Posición de la fila dentro de su página, contada desde 1. Conserva el orden impreso, que agrupa los tipos de proceso.",27993,0,40,1,40,1
resueltas_por_tipo_proceso,n_columnas,Int64,columnas,derivada,Cuántas columnas numéricas tiene el cuadro del que sale la fila. Varía entre 5 y 19 según el departamento.,27993,0,6,8,13,13
resueltas_por_tipo_proceso,materia_seccion,str,,derivado,Materia que fija la sección del cuadro (el tercer nivel de la numeración: 5.1.1.x y 6.1.1.x son civil y comercial). La materia no está escrita en la fila.,27993,0,8,,,PÚBLICO CIVIL Y COMERCIAL
resueltas_por_tipo_proceso,tipo_accion_penal,str,,derivado,"En las materias penales, el tipo de acción que parte la materia en tres (PENAL, ANTICORRUPCIÓN, CONTRA LA VIOLENCIA HACIA LA MUJER). Según el cuadro viene como etiqueta de grupo o como rótulo de fila. Nulo fuera del fuero penal.",2718,25275,3,,,PENAL
resueltas_por_tipo_proceso,materia_norm,str,,derivada,"materia_cruda con una única corrección: la errata de imprenta INSTRUCCÓN -> INSTRUCCIÓN. NO unifica mayúsculas, tildes ni variantes de redacción entre cuadros.",27993,0,14,,,PÚBLICO CIVIL Y COMERCIAL
resueltas_por_tipo_proceso,materia_homologada,str,,derivada,"Materia derivada para facilitar cruces entre cuadros. Homologa únicamente equivalencias confirmadas mediante la auditoría del Anuario; si no existe una equivalencia aprobada, conserva materia_norm. No sobrescribe el literal del PDF.",27993,0,14,,,Público Civil y Comercial
resueltas_por_tipo_proceso,materia_cruda,str,,fuente,"Nombre de la materia tal como está impreso en el PDF, verbatim, errata incluida. Solo se llena en las filas cuyo eje es materia.",27993,0,15,,,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto
resueltas_por_tipo_proceso,ciudad,str,,fuente,Ciudad capital (o El Alto) a la que corresponde la fila. Solo se llena en el cuadro 9.1.3 y en las filas territoriales de ámbito capital de los capítulos 5 y 6.,13620,14373,10,,,SUCRE
resueltas_por_tipo_proceso,distrito,str,,fuente,"Distrito judicial. Coincide con el departamento salvo OFICINA NACIONAL / NACIONAL, que es la administración central. En los capítulos 5 y 6 se llena solo para el ámbito provincia.",11698,16295,9,,,CHUQUISACA
resueltas_por_tipo_proceso,departamento_derivado,str,,derivada,"Departamento deducido cuando el cuadro no lo trae: de la ciudad (El Alto pertenece a La Paz) o del distrito judicial. La comparación ignora mayúsculas, tildes y espacios, sin modificar el literal de origen. Queda nulo en totales nacionales y para OFICINA NACIONAL, que no son territorios.",25318,2675,9,,,Chuquisaca
resueltas_por_tipo_proceso,es_total_nacional,bool,,derivado,"True en las páginas de cierre de cada cuadro, donde la entidad es TOTAL NACIONAL en vez de una ciudad o un distrito.",27993,0,2,False,True,False
resueltas_por_tipo_proceso,grupo_proceso_norm,str,,derivado,"grupo_proceso resuelto contra la lista cerrada de etiquetas del capítulo: ORDINARIO, EXTRAORDINARIO, MONITOREO, PROCESO CONCURSALES, PROCESOS VOLUNTARIOS y las tres del fuero penal.",936,27057,3,,,PENAL COMÚN
resueltas_por_tipo_proceso,etapa_proceso_fuente,str,,derivado,"Etapa estructural publicada por el cuadro fuente. Se deriva mediante un mapa cerrado auditado contra el PDF: informes_inicio_investigacion, imputaciones_formales, causas o no_aplica. No homologa tipo_proceso.",27993,0,1,,,no_aplica
resueltas_por_tipo_proceso,contexto_accion_penal,str,,derivado,"Contexto penal padre de la fila fuente, auditado contra el PDF: penal_comun, anticorrupcion, violencia_mujeres o no_aplica. No homologa ni sobrescribe tipo_proceso.",27993,0,1,,,no_aplica
resueltas_por_tipo_proceso,gestion,Int64,año,fuente,Gestión (año) a la que corresponde el dato.,27993,0,1,2023,2023,2023
resueltas_por_tipo_proceso,revisado_manual,boolean,,trazabilidad,Marca de auditoría. Sale en False en todo el dataset: es la columna para ir marcando las filas que alguien verifique contra el PDF.,27993,0,1,False,False,False
resueltas_por_tipo_proceso,columna,str,,derivada,"Columna del cuadro, numerada de izquierda a derecha (col_01, col_02...). Se preserva aunque su significado auditado esté en las columnas canónicas derivadas.",27993,0,82,,,formas_resolucion_causas_sentencia
resueltas_por_tipo_proceso,valor,Int64,juzgados (o habitantes en col_01),fuente,"Valor de esa celda. En los cuadros provinciales la col_01 es población proyectada al 2022, no un conteo de juzgados; la última columna de cada fila es el total.",27993,0,1210,0,75642,373
resueltas_por_tipo_proceso,orden_columna,Int64,,derivado,"Posición de la columna dentro del cuadro, contada desde 1 de izquierda a derecha. Solo en las tablas de formato largo.",27993,0,13,1,13,1
resueltas_por_tipo_proceso,rotulo_columna_pdf,str,,literal del PDF,"Rótulo de la columna tal como lo imprime el anuario, con sus líneas separadas por ' / '. Permite leer un valor sin consultar el layout. Solo en las tablas de formato largo.",27993,0,149,,,FORMAS DE / RESOLUCIÓN DE / CAUSAS CON / SENTENCIA
apelaciones_por_tipo_proceso,cuadro_origen,str,,trazabilidad,"Identificador del cuadro del anuario del que sale la fila (por ejemplo 9.1.1). Con la página, permite verificar la cifra a mano contra el PDF.",37871,0,27,,,5.1.1.3
apelaciones_por_tipo_proceso,pagina_pdf,Int64,página,trazabilidad,"Página del PDF, contada desde 1, donde está impresa la fila. No coincide con el número impreso al pie en todos los capítulos.",37871,0,181,143,650,143
apelaciones_por_tipo_proceso,firma,str,,derivado,"Firma de encabezado del cuadro: identifica el LAYOUT, es decir el juego de columnas con el que se leyó la página. Es la clave de src/procesos.py. Se usa la firma y no el número de cuadro porque el anuario numera mal: hay dos cuadros distintos numerados 5.3.3.1 y un 6.3.1.4 en medio del capítulo 5.",37871,0,27,,,b0448f42a9
apelaciones_por_tipo_proceso,familia,str,,derivado,"Familia temática del cuadro dentro de los capítulos 5 y 6: causas, resueltas, apelacion, ejecucion u otros.",37871,0,1,,,apelacion
apelaciones_por_tipo_proceso,ambito,str,,derivada,"Territorio que cubre el cuadro: capital (ciudades capitales y El Alto), provincia (resto del país) o nacional (la suma de ambos). En los capítulos 5 y 6 se deriva del encabezado y de las entidades de la página, no del prefijo del cuadro.",37871,0,2,,,capital
apelaciones_por_tipo_proceso,titulo_pagina,str,,literal del PDF,"Encabezado corrido de la página, literal del PDF ('Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto'). Es de donde sale la materia.",37871,0,15,,,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto
apelaciones_por_tipo_proceso,entidad,str,,literal del PDF,"Ciudad capital o distrito judicial al que pertenece la fila, tal como encabeza su bloque en la página. El ámbito sale del encabezado y las entidades, no de la numeración del cuadro, porque el 6.3.1.4 de las páginas 357-359 es de capitales. TOTAL NACIONAL aparece en la página de cierre de cada cuadro.",37871,0,15,,,SUCRE
apelaciones_por_tipo_proceso,num_juzgados_pagina,Int64,juzgados,literal del PDF,"Número de juzgados o tribunales que declara la línea de cabecera de la página ('SUCRE 14'). Vale para la ciudad entera y para el cuadro entero, NO por fila ni por tipo de proceso: el anuario no desagrega por juzgado en ninguna parte. No siempre coincide con el num_juzgados del cuadro 9.1.x; las diferencias están en auditoria/discrepancias.csv.",35748,2123,38,1,209,14
apelaciones_por_tipo_proceso,unidad_fila,str,,derivado,"Qué representa la fila: 'tipo_proceso' en los cuadros que desagregan por tipo de proceso dentro de cada ciudad, y 'entidad' en los cuadros de una sola página que traen una fila por ciudad y no abren el tipo de proceso.",37871,0,2,,,tipo_proceso
apelaciones_por_tipo_proceso,tipo_proceso_extraido,str,,literal extraído del PDF,Literal obtenido originalmente por la extracción geométrica del PDF antes de aplicar las correcciones deterministas auditadas. Se conserva exclusivamente para trazabilidad.,37703,168,137,,,O ORDINARIO
apelaciones_por_tipo_proceso,tipo_proceso,str,,literal reconstruido del PDF,Literal de la fila fuente reconstruido a partir del PDF. Las correcciones reparan únicamente defectos de extracción auditados; no corrigen errores editoriales ni realizan homologación semántica. Nulo cuando unidad_fila es 'entidad'.,37703,168,121,,,ORDINARIO
apelaciones_por_tipo_proceso,tipo_fila_derivado,str,,derivada,"Si la fila es un dato o un agregado: dato, total o subtotal. Permite excluir los agregados de las sumas sin adivinar sobre el texto del rótulo.",37871,0,2,,,detalle
apelaciones_por_tipo_proceso,orden_fila,Int64,,derivado,"Posición de la fila dentro de su página, contada desde 1. Conserva el orden impreso, que agrupa los tipos de proceso.",37871,0,26,1,26,1
apelaciones_por_tipo_proceso,n_columnas,Int64,columnas,derivada,Cuántas columnas numéricas tiene el cuadro del que sale la fila. Varía entre 5 y 19 según el departamento.,37871,0,3,8,10,9
apelaciones_por_tipo_proceso,materia_seccion,str,,derivado,Materia que fija la sección del cuadro (el tercer nivel de la numeración: 5.1.1.x y 6.1.1.x son civil y comercial). La materia no está escrita en la fila.,37871,0,8,,,PÚBLICO CIVIL Y COMERCIAL
apelaciones_por_tipo_proceso,tipo_accion_penal,float64,,derivado,"En las materias penales, el tipo de acción que parte la materia en tres (PENAL, ANTICORRUPCIÓN, CONTRA LA VIOLENCIA HACIA LA MUJER). Según el cuadro viene como etiqueta de grupo o como rótulo de fila. Nulo fuera del fuero penal.",0,37871,0,,,
apelaciones_por_tipo_proceso,materia_norm,str,,derivada,"materia_cruda con una única corrección: la errata de imprenta INSTRUCCÓN -> INSTRUCCIÓN. NO unifica mayúsculas, tildes ni variantes de redacción entre cuadros.",37871,0,8,,,PÚBLICO CIVIL Y COMERCIAL
apelaciones_por_tipo_proceso,materia_homologada,str,,derivada,"Materia derivada para facilitar cruces entre cuadros. Homologa únicamente equivalencias confirmadas mediante la auditoría del Anuario; si no existe una equivalencia aprobada, conserva materia_norm. No sobrescribe el literal del PDF.",37871,0,8,,,Público Civil y Comercial
apelaciones_por_tipo_proceso,materia_cruda,str,,fuente,"Nombre de la materia tal como está impreso en el PDF, verbatim, errata incluida. Solo se llena en las filas cuyo eje es materia.",37871,0,15,,,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto
apelaciones_por_tipo_proceso,ciudad,str,,fuente,Ciudad capital (o El Alto) a la que corresponde la fila. Solo se llena en el cuadro 9.1.3 y en las filas territoriales de ámbito capital de los capítulos 5 y 6.,18649,19222,10,,,SUCRE
apelaciones_por_tipo_proceso,distrito,str,,fuente,"Distrito judicial. Coincide con el departamento salvo OFICINA NACIONAL / NACIONAL, que es la administración central. En los capítulos 5 y 6 se llena solo para el ámbito provincia.",15624,22247,9,,,CHUQUISACA
apelaciones_por_tipo_proceso,departamento_derivado,str,,derivada,"Departamento deducido cuando el cuadro no lo trae: de la ciudad (El Alto pertenece a La Paz) o del distrito judicial. La comparación ignora mayúsculas, tildes y espacios, sin modificar el literal de origen. Queda nulo en totales nacionales y para OFICINA NACIONAL, que no son territorios.",34273,3598,9,,,Chuquisaca
apelaciones_por_tipo_proceso,es_total_nacional,bool,,derivado,"True en las páginas de cierre de cada cuadro, donde la entidad es TOTAL NACIONAL en vez de una ciudad o un distrito.",37871,0,2,False,True,False
apelaciones_por_tipo_proceso,etapa_proceso_fuente,str,,derivado,"Etapa estructural publicada por el cuadro fuente. Se deriva mediante un mapa cerrado auditado contra el PDF: informes_inicio_investigacion, imputaciones_formales, causas o no_aplica. No homologa tipo_proceso.",37871,0,1,,,no_aplica
apelaciones_por_tipo_proceso,contexto_accion_penal,str,,derivado,"Contexto penal padre de la fila fuente, auditado contra el PDF: penal_comun, anticorrupcion, violencia_mujeres o no_aplica. No homologa ni sobrescribe tipo_proceso.",37871,0,1,,,no_aplica
apelaciones_por_tipo_proceso,gestion,Int64,año,fuente,Gestión (año) a la que corresponde el dato.,37871,0,1,2023,2023,2023
apelaciones_por_tipo_proceso,revisado_manual,boolean,,trazabilidad,Marca de auditoría. Sale en False en todo el dataset: es la columna para ir marcando las filas que alguien verifique contra el PDF.,37871,0,1,False,False,False
apelaciones_por_tipo_proceso,columna,str,,derivada,"Columna del cuadro, numerada de izquierda a derecha (col_01, col_02...). Se preserva aunque su significado auditado esté en las columnas canónicas derivadas.",37871,0,76,,,recursos_apelacion_efecto_suspensivo_nuevos
apelaciones_por_tipo_proceso,valor,Int64,juzgados (o habitantes en col_01),fuente,"Valor de esa celda. En los cuadros provinciales la col_01 es población proyectada al 2022, no un conteo de juzgados; la última columna de cada fila es el total.",37871,0,489,0,9126,166
apelaciones_por_tipo_proceso,orden_columna,Int64,,derivado,"Posición de la columna dentro del cuadro, contada desde 1 de izquierda a derecha. Solo en las tablas de formato largo.",37871,0,10,1,10,1
apelaciones_por_tipo_proceso,rotulo_columna_pdf,str,,literal del PDF,"Rótulo de la columna tal como lo imprime el anuario, con sus líneas separadas por ' / '. Permite leer un valor sin consultar el layout. Solo en las tablas de formato largo.",37871,0,149,,,RECURSOS DE / APELACIÓN EN / EFECTO / SUSPENSIVO / NUEVOS / INTERPUESTOS / AL JUZGADO
ejecucion_por_tipo_proceso,cuadro_origen,str,,trazabilidad,"Identificador del cuadro del anuario del que sale la fila (por ejemplo 9.1.1). Con la página, permite verificar la cifra a mano contra el PDF.",10015,0,11,,,5.1.1.5
ejecucion_por_tipo_proceso,pagina_pdf,Int64,página,trazabilidad,"Página del PDF, contada desde 1, donde está impresa la fila. No coincide con el número impreso al pie en todos los capítulos.",10015,0,85,165,606,165
